id,first_name,last_name,married,ip,calification,posts,date
336,Robin,Crawford,True,15.166.12.95,4.96,6616,2012-08-06 14:19:34
337,Sarah,Cameron,True,96.8.36.156,0.46,4234,2012-01-17 01:30:44
338,Jason,Wright,True,53.225.28.182,0.54,4100,2012-12-26 23:07:43
339,Robert,Bryant,False,22.253.154.223,4.8,5073,2013-12-31 09:16:46
340,Juan,Turner,False,167.41.126.216,0.15,8242,2016-10-03 09:37:59
341,Mary,Meyer,False,67.60.52.74,-9.5,2059,2011-05-06 06:55:47
342,Sara,Huynh,False,206.51.140.24,-9.1,7164,2010-02-22 07:18:17
343,Stephanie,Barrera,False,164.251.62.254,-8.8,203,2010-12-16 07:47:32
344,Susan,Potter,True,125.151.242.185,-6.95,2949,2014-11-03 01:12:39
345,Anthony,Nguyen,True,67.0.86.102,5.86,7939,2014-07-26 05:10:01
346,Jonathon,Castillo,False,149.160.173.252,0.53,2796,2013-09-04 01:34:32
347,Gregory,Johnson,False,248.202.144.248,2.13,5151,2015-08-20 11:35:18
348,Phillip,Lewis,True,2.125.171.112,-2.85,5679,2016-01-29 22:40:21
349,Brent,Green,False,190.81.221.227,-2.17,7310,2017-07-09 06:26:13
350,Sean,Medina,True,251.9.10.183,2.14,2179,2013-08-07 11:22:25
351,Jessica,Mendez,True,144.206.247.178,0.71,3755,2011-10-16 09:02:21
352,Amanda,Coleman,True,124.254.107.69,2.42,9252,2010-09-14 14:47:36
353,Justin,Allen,True,125.24.86.83,-6.95,2264,2011-05-03 03:59:17
354,Jodi,Coleman,True,107.119.52.74,-9.4,5914,2016-02-22 00:44:33
355,Misty,Harper,True,179.48.99.208,-4.61,8760,2011-11-08 23:36:36
356,Jessica,Wade,False,115.163.14.104,1.9,6337,2010-12-31 04:11:42
357,Joseph,Richards,False,163.252.43.196,0.35,5187,2013-12-29 19:34:10
358,Travis,Taylor,True,81.17.181.3,4.52,1342,2011-02-16 11:34:45
359,Alexander,Lawson,False,57.196.135.142,-7.38,6402,2012-11-27 17:07:29
360,Nicholas,Brooks,True,140.211.216.216,0.8,6405,2013-10-25 23:06:35
361,Steven,Robinson,True,72.46.112.107,0.9,7361,2012-10-23 22:16:49
362,Kenneth,Campbell,False,8.246.41.209,-9.88,3783,2017-05-15 21:30:15
363,Melanie,Contreras,False,8.136.247.80,-2.12,2123,2012-01-31 02:45:36
364,Victoria,Garcia,True,126.16.51.90,2.85,6829,2015-11-08 16:32:27
365,Joshua,King,False,229.170.124.255,-5.65,5307,2014-04-13 17:40:13
366,Melissa,Nolan,False,194.173.251.24,8.7,9903,2010-02-01 12:50:22
367,Matthew,Palmer,True,107.61.231.127,0.15,4302,2016-06-19 22:07:42
368,Daniel,Brown,False,198.225.123.75,3.5,828,2012-02-14 12:31:04
369,Joshua,Edwards,True,232.210.177.127,0.59,454,2017-07-01 22:13:43
370,Justin,Ramirez,False,129.190.253.100,9.98,3084,2017-04-19 10:04:07
371,Keith,Gonzales,False,112.107.242.254,3.71,2526,2016-10-19 21:48:34
372,Joshua,Campbell,True,156.131.100.157,0.22,4084,2013-07-18 05:16:32
373,Lynn,Carter,True,137.105.117.253,1.57,3443,2012-04-19 20:12:30
374,Alexander,West,True,98.136.217.14,-6.14,7729,2014-06-08 14:19:24
375,Parker,Goodman,False,85.98.29.54,7.5,3250,2011-07-21 10:57:33
376,Daniel,Owens,False,7.10.69.100,-8.63,596,2017-05-20 04:24:42
377,Lisa,Morales,True,81.184.129.131,3.12,1123,2016-06-23 06:54:49
378,Melissa,Carter,False,168.109.131.220,7.69,8219,2017-06-14 12:42:05
379,Nicole,Rivas,True,157.248.6.180,3.66,3397,2016-09-03 04:12:32
380,Jennifer,Pierce,True,87.101.164.239,0.75,7320,2014-04-08 10:48:42
381,David,Martinez,False,39.61.101.78,9.23,6361,2015-04-02 12:27:27
382,Raymond,Baker,True,146.13.140.3,8.8,9141,2012-07-06 02:51:08
383,Catherine,Dudley,True,32.96.133.33,-7.63,3124,2014-06-22 00:15:23
384,Michael,Fischer,True,130.237.199.81,-9.15,2334,2010-03-27 06:31:34
385,Sarah,Walton,True,231.101.33.36,5.74,3461,2015-06-19 15:32:19
386,Brian,Baxter,True,88.170.110.67,-2.84,6534,2016-01-28 13:28:20
387,Jennifer,Roberts,True,115.9.158.96,6.8,3012,2010-01-05 08:06:15
388,Jessica,Smith,False,145.247.93.210,3.73,9219,2017-12-01 14:25:39
389,Carl,Quinn,True,98.127.58.109,7.57,771,2012-08-26 19:39:53
390,Amy,Smith,True,79.215.107.27,-4.41,1270,2014-08-13 03:24:27
391,Amanda,Phillips,False,248.234.143.236,-5.74,9348,2010-07-16 07:02:37
392,Emily,Clark,False,138.165.249.255,6.54,8773,2015-02-20 14:31:04
393,Brett,Singh,True,142.54.45.49,-4.69,5335,2017-12-02 00:01:29
394,Cindy,Beasley,False,1.123.73.146,4.4,10,2012-10-25 00:36:25
395,Joshua,Brooks,True,90.235.60.85,4.89,7758,2010-02-03 21:29:26
396,Katherine,Mcgee,False,160.41.163.208,2.69,999,2016-01-16 22:15:49
397,Allison,Ellis,True,96.106.190.204,-9.46,1512,2010-06-16 04:54:58
398,Danny,Wilson,True,253.242.204.90,6.49,8873,2016-03-04 19:44:44
399,Joseph,Welch,True,182.196.194.51,0.17,1551,2010-11-22 13:35:20
400,Charles,Campbell,True,163.1.238.234,7.13,43,2012-03-03 01:11:10
401,Joy,May,False,149.40.170.95,0.85,5459,2014-01-02 22:47:14
402,Phillip,Goodman,False,128.118.0.26,3.3,1906,2015-11-02 08:40:36
403,Joseph,Santana,True,121.134.130.131,-5.94,4211,2016-11-29 11:38:16
404,Russell,Herrera,True,64.160.179.9,4.94,9686,2013-06-10 09:41:50
405,Elizabeth,Thomas,False,222.239.172.42,8.45,1201,2015-08-01 05:34:45
406,Elizabeth,Baker,True,107.30.60.23,8.45,6440,2017-04-02 09:56:59
407,Kristina,Simmons,True,179.18.148.58,0.47,8401,2014-02-06 19:47:17
408,Teresa,Conrad,True,173.59.199.70,6.72,5607,2012-06-28 12:54:36
409,David,Byrd,True,80.141.216.6,-8.45,8250,2011-04-04 15:19:18
410,Stephanie,Maddox,False,108.148.54.72,-6.87,2779,2017-04-02 03:48:29
411,Jerry,Scott,False,250.238.187.41,-5.56,8880,2011-06-29 19:42:55
412,Angela,King,True,218.69.88.24,-5.84,932,2011-02-26 00:31:07
413,John,Phelps,False,179.163.168.10,0.9,4364,2010-04-29 10:09:52
414,Jacqueline,Carr,True,173.48.249.171,-1.0,1149,2013-06-01 10:15:57
415,Nicholas,Baird,True,243.251.212.67,7.55,4434,2016-01-03 02:48:50
416,Christopher,Mcdowell,True,43.144.69.14,3.98,7194,2016-12-05 14:10:38
417,Rachel,Paul,False,117.114.76.114,-7.68,565,2015-04-17 15:19:35
418,Laura,Elliott,True,213.67.211.244,-8.86,5221,2010-08-08 23:47:41
419,Sheri,Garza,True,145.3.64.45,8.23,9005,2017-09-03 08:32:03
420,Justin,Green,True,8.17.131.14,3.62,3281,2010-02-20 21:17:51
421,Lori,Hicks,True,156.67.244.250,-1.14,2880,2016-08-13 03:16:38
422,Joanna,James,False,190.217.219.241,-7.78,4576,2016-02-03 14:40:23
423,Karen,Williams,False,236.215.205.22,7.48,4847,2010-02-01 08:18:38
424,Andrew,Mason,False,49.241.249.179,4.41,6807,2013-06-27 14:54:54
425,Ann,Young,True,6.27.64.15,-4.9,8116,2014-07-13 20:59:36
426,Katie,Bailey,False,9.107.206.171,8.4,6299,2014-08-15 20:53:59
427,Michael,Parker,False,124.217.147.95,2.67,1357,2011-10-30 05:13:19
428,Daniel,Keller,True,224.199.173.95,0.21,2200,2013-07-21 13:33:56
429,Brandy,Harrington,True,28.162.124.53,-8.45,4350,2017-09-08 23:39:33
430,Patricia,Wilson,True,110.0.199.169,-9.37,1000,2012-05-13 02:40:13
431,Alexander,Jones,False,208.90.20.16,-6.5,3668,2014-11-02 05:38:03
432,Raymond,Rivas,False,209.142.249.111,4.59,9912,2016-08-05 05:18:00
433,Linda,Morrow,True,110.185.109.222,3.17,9550,2012-07-13 02:16:44
434,Daniel,Oliver,False,36.227.110.205,7.49,2935,2016-11-22 19:16:11
435,Sean,Thomas,True,229.50.67.110,4.42,6333,2014-07-13 00:29:28
436,Bethany,Williams,False,20.168.9.174,-2.71,4554,2015-10-17 13:20:26
437,Todd,Parker,False,254.176.186.109,-4.3,9063,2010-09-07 04:01:50
438,Holly,Smith,True,250.92.21.14,-3.5,9241,2010-12-07 03:36:48
439,Rebecca,Winters,True,238.104.52.95,-1.2,7294,2010-06-20 21:20:43
440,Courtney,Wall,False,214.186.44.233,8.53,1697,2010-07-19 04:46:45
441,Tabitha,Juarez,False,161.67.43.66,8.96,4503,2015-02-03 15:08:10
442,Pamela,Sanchez,True,38.135.17.148,9.19,4746,2014-09-16 07:51:58
443,Timothy,Hogan,True,210.159.170.69,5.9,7043,2017-04-09 22:21:44
444,Rebecca,Garrison,False,47.98.152.130,-9.23,4018,2011-04-02 09:46:42
445,Andrew,Watson,True,66.118.139.163,1.29,1650,2017-09-11 02:40:49
446,Daniel,Smith,False,125.79.194.101,9.55,7989,2015-03-31 18:57:17
447,David,Wells,True,56.70.21.211,-9.58,4677,2014-09-14 23:26:13
448,Rhonda,Montgomery,True,112.52.3.199,-8.6,1754,2014-11-12 11:09:24
449,Karl,Lee,False,185.162.2.142,-4.39,2649,2014-04-28 08:15:53
450,Desiree,Cherry,False,164.69.175.93,-4.31,719,2015-05-18 08:08:04
451,Jackson,Hart,False,139.198.3.252,-9.79,5887,2011-08-09 17:54:10
452,Brianna,Chandler,False,4.97.179.248,3.39,6979,2011-07-19 15:27:30
453,Tammy,Hammond,True,40.248.127.38,3.3,5908,2011-01-17 07:35:20
454,Aaron,Martinez,True,104.210.84.240,1.67,1969,2016-11-26 03:14:00
455,Danielle,Barber,False,227.17.194.184,4.14,4062,2011-07-19 10:22:38
456,Christopher,Williams,True,28.232.82.28,8.24,519,2016-08-14 10:17:35
457,Derek,Castillo,True,197.129.155.0,4.59,3813,2014-05-08 16:34:36
458,David,Richardson,False,151.190.112.192,1.7,2251,2012-01-04 23:47:01
459,Kimberly,Brown,True,167.118.222.161,2.16,700,2017-07-18 06:22:32
460,Regina,Levy,True,31.111.158.31,0.87,7563,2012-09-04 10:29:03
461,Harold,Estrada,False,107.181.250.10,2.93,9138,2014-07-30 18:27:45
462,Steven,Kennedy,True,244.89.222.117,-9.85,8743,2011-09-13 12:09:22
463,Chelsea,Acevedo,False,191.148.165.24,0.15,2400,2014-08-02 20:15:53
464,Lisa,Francis,False,65.217.123.82,3.34,3973,2017-03-15 21:51:06
465,Lauren,Jennings,False,32.60.119.214,5.44,3774,2016-03-18 20:48:03
466,Erin,Collins,False,31.128.80.145,-4.4,3909,2012-07-18 09:57:29
467,Sarah,Vasquez,True,14.229.56.137,1.22,2861,2014-05-02 00:27:18
468,Jessica,Williams,True,209.158.146.178,-3.88,2812,2011-02-16 19:44:13
469,Harold,Morgan,True,160.191.199.82,8.92,6146,2013-02-17 04:02:22
470,Tammy,Becker,False,232.62.171.154,-6.32,9609,2015-02-18 22:42:19
471,Jessica,Perry,False,0.16.115.111,-6.6,6983,2011-01-03 01:19:24
472,Willie,Bean,True,48.97.243.56,-7.8,7713,2013-10-01 16:24:43
473,Kathryn,Bailey,True,154.196.132.230,7.6,681,2015-02-08 14:08:46
474,Wendy,Richard,False,245.57.115.144,7.68,7907,2016-05-03 09:11:02
475,Cynthia,Barton,True,32.60.40.154,6.32,6614,2010-06-27 18:30:29
476,Christopher,Johnson,False,24.158.43.249,6.68,9682,2016-03-11 09:17:00
477,Michael,Savage,True,76.217.156.170,-1.71,144,2011-02-22 19:02:08
478,Brandon,Payne,True,195.183.55.170,-1.5,5905,2013-07-08 17:16:09
479,Michael,Clark,True,185.51.44.152,-2.6,4215,2010-07-08 01:37:25
480,David,Goodwin,True,212.239.116.114,0.19,6606,2011-11-02 07:48:47
481,Elizabeth,Williams,False,148.83.96.216,6.12,2385,2012-07-24 04:48:29
482,Derek,Sanchez,False,147.27.109.16,9.7,1037,2015-06-25 23:04:22
483,Erica,Bates,False,195.249.11.93,7.5,6899,2013-08-21 15:19:56
484,Joseph,Nelson,True,202.22.24.7,-8.4,698,2010-06-05 04:08:13
485,Anna,Cortez,False,143.46.211.180,-5.16,7353,2010-09-06 15:56:38
486,Michelle,Sloan,True,0.174.196.206,0.13,1015,2015-06-25 04:12:02
487,Alicia,Lewis,False,70.226.49.87,2.2,359,2011-08-09 04:53:46
488,Jennifer,Ramsey,False,219.138.29.192,1.74,4916,2016-11-12 08:20:00
489,Michael,Morales,False,111.124.142.10,-5.83,2960,2013-07-23 16:41:55
490,James,Brown,False,166.42.52.208,-4.32,2606,2010-08-02 18:16:40
491,Gabriella,Wells,True,103.46.58.143,2.31,292,2010-03-15 11:04:02
492,Jennifer,Garcia,False,28.87.86.30,9.82,759,2017-01-10 19:40:48
493,Mary,Owen,True,180.57.178.63,1.73,7631,2011-08-07 00:09:59
494,Karen,Anderson,False,97.82.131.248,1.44,2795,2010-11-18 16:51:41
495,Rachel,Collier,False,40.82.78.186,3.25,5387,2013-11-18 07:28:34
496,Joseph,Freeman,True,184.51.9.185,5.74,8314,2017-09-03 01:11:28
497,Vincent,Roberts,True,222.10.110.162,-7.85,8296,2015-10-22 13:49:36
498,Mark,Ferguson,True,195.237.81.153,3.83,8777,2010-04-12 18:22:07
499,Amber,Owen,False,254.117.80.103,3.25,3296,2014-09-01 23:14:16
500,Amanda,Fitzgerald,False,83.71.35.121,-6.51,9867,2010-02-04 13:06:51
501,Steven,Mendoza,True,162.221.118.202,-3.35,6551,2016-11-01 16:41:14
502,Jeffery,Jenkins,False,150.170.236.215,-6.12,7550,2017-02-04 14:42:11
503,Mark,Cruz,True,125.223.33.190,3.19,4448,2015-01-27 10:05:10
504,William,Luna,True,245.219.249.60,0.9,8916,2011-05-20 15:07:42
505,Megan,Hernandez,True,10.82.4.201,7.4,2073,2013-08-05 14:22:24
506,John,Roberson,True,56.136.12.89,-1.88,5680,2012-10-02 01:20:25
507,Michelle,Smith,False,34.33.54.54,3.54,5087,2011-08-23 02:11:01
508,Daniel,Craig,True,254.138.183.126,-1.65,3875,2017-11-21 06:40:57
509,Susan,Jones,False,228.20.92.160,-1.8,1586,2013-06-13 12:39:58
510,Bradley,Sanchez,True,190.68.165.207,8.94,2649,2017-02-24 20:15:24
511,Jacob,Guerrero,False,243.148.27.189,-1.4,5408,2015-11-15 17:39:16
512,Mary,Bailey,True,249.229.138.102,6.86,406,2015-01-30 06:21:09
513,Desiree,Steele,False,213.86.231.36,6.15,4675,2011-03-04 12:44:25
514,Lindsey,Jimenez,False,205.48.201.32,-5.96,4696,2014-10-27 13:23:02
515,Ruth,Reid,True,156.115.84.2,-8.3,507,2015-07-24 04:34:49
516,Jane,Carter,True,241.158.49.141,-1.23,8439,2012-03-26 07:37:56
517,Joel,Brown,True,32.32.235.152,-2.8,7802,2015-03-16 14:12:49
518,Whitney,Nash,True,24.173.108.72,6.6,7353,2013-02-11 09:19:31
519,Thomas,Fitzpatrick,False,56.50.210.68,-2.74,9783,2011-02-19 20:12:31
520,Claudia,Fox,False,250.132.2.178,-6.27,2659,2017-05-09 04:43:51
521,Stephanie,Hawkins,True,144.209.244.199,2.13,988,2010-10-02 07:22:30
522,Marvin,Williams,True,65.6.25.197,-8.83,1336,2012-06-21 00:23:39
523,Kimberly,Morris,True,10.210.240.145,-8.68,830,2016-01-09 04:56:27
524,Christopher,White,True,9.64.248.198,1.61,208,2015-05-28 22:06:40
525,Andrew,Hernandez,True,124.30.109.21,-5.45,9287,2010-08-19 20:03:33
526,Tabitha,Walker,True,76.108.139.142,6.26,705,2012-06-04 18:37:38
527,Jeremy,Hernandez,False,112.12.233.227,8.83,1901,2017-02-20 09:03:04
528,Christopher,Ortiz,True,205.129.231.46,-5.14,2931,2014-04-03 20:31:33
529,Tina,Roy,False,101.166.31.130,2.32,2089,2011-04-14 04:29:12
530,Bailey,Mccullough,True,182.82.160.23,-8.9,1276,2017-02-06 01:47:12
531,Robin,Smith,False,38.60.27.97,-5.35,8265,2011-04-19 05:15:01
532,Sarah,Russo,False,138.235.47.223,3.37,2671,2014-08-28 16:03:46
533,Andrew,Diaz,True,155.125.42.215,-9.81,1339,2011-12-30 14:28:35
534,Jonathan,Torres,True,149.45.45.21,1.34,5158,2011-04-28 01:57:38
535,Nancy,Campbell,False,141.216.175.42,-2.88,5373,2010-05-01 16:40:08
536,Mary,Johnson,True,57.138.215.145,-9.65,6116,2015-10-06 19:20:41
537,Christopher,Castaneda,True,185.30.155.241,0.15,298,2012-03-11 05:56:22
538,Lori,Hunt,False,47.145.228.253,8.59,1186,2015-07-31 14:58:56
539,Vanessa,Williams,False,10.99.244.20,-1.43,6557,2015-01-09 04:38:42
540,Kimberly,Vaughn,True,44.178.119.99,-4.36,299,2013-10-12 22:39:34
541,Dana,Ingram,False,72.156.140.48,-2.31,7115,2017-08-03 08:26:36
542,Katelyn,Maxwell,False,217.12.246.237,-5.23,6714,2013-12-03 01:46:26
543,Paul,Brown,True,202.124.216.219,8.76,392,2017-03-31 08:52:27
544,Teresa,Williams,True,168.52.20.128,8.3,5291,2013-09-03 12:24:56
545,Matthew,Hawkins,False,46.197.148.167,5.14,2085,2013-06-14 23:23:07
546,Erica,Miller,True,40.60.55.189,5.4,9992,2014-09-14 06:41:07
547,Michael,Sutton,False,242.225.96.184,6.84,6445,2015-09-06 18:07:41
548,Theresa,Cox,True,190.180.191.156,-6.77,3405,2010-07-20 10:44:29
549,Angela,Wilson,True,161.206.196.236,4.52,7315,2017-10-29 11:00:22
550,Cody,Bond,False,165.168.222.184,1.81,4821,2013-05-05 03:25:10
551,Stacy,Guerrero,True,54.61.161.255,0.74,8322,2014-11-18 11:19:53
552,Ralph,Gonzalez,True,159.137.232.178,5.1,1417,2012-06-14 04:36:13
553,Edward,Foster,False,246.230.194.233,0.98,1306,2017-04-02 00:10:10
554,Annette,Thompson,True,87.204.254.71,-4.11,977,2015-04-20 22:47:45
555,James,Chaney,False,49.176.240.89,7.6,5105,2012-12-20 02:52:28
556,Adam,Thomas,True,184.227.123.68,-9.57,3506,2012-02-10 15:27:15
557,Linda,Silva,True,66.136.50.18,-1.65,337,2015-01-21 02:57:25
558,Chad,Smith,False,134.69.104.73,-6.89,6724,2011-02-17 06:10:26
559,Jennifer,Waller,False,205.169.34.217,-2.9,7456,2012-09-01 02:11:42
560,Rachel,Guzman,False,133.186.130.67,2.37,251,2017-01-31 00:46:07
561,Linda,Nguyen,False,82.224.124.241,-6.0,8050,2015-03-26 08:56:46
562,James,Johnson,True,148.169.215.54,-4.37,5960,2015-05-29 03:51:19
563,Lisa,Jarvis,False,87.44.71.128,-8.51,1940,2011-11-07 21:27:33
564,Victoria,Walker,False,99.148.54.215,-7.4,7766,2017-11-04 23:07:17
565,Randall,Acosta,True,10.161.199.66,4.23,2859,2013-06-17 11:19:05
566,Elizabeth,Nguyen,True,126.189.184.210,0.0,2262,2010-08-30 12:27:25
567,Alyssa,Perkins,True,189.4.35.228,-7.88,3598,2016-06-15 10:08:22
568,Travis,Lopez,False,212.3.38.64,8.53,8098,2015-09-05 13:09:29
569,Gabriel,Ruiz,True,119.112.179.192,-6.69,8125,2017-03-24 10:31:52
570,Rebecca,Johnson,True,145.183.131.4,-5.7,4339,2014-06-22 04:41:17
571,Charles,Kim,True,44.146.253.44,-1.79,6181,2014-11-07 21:33:41
572,Charles,Brown,False,104.46.147.205,1.9,3784,2014-08-06 18:44:34
573,Christopher,King,True,246.202.128.50,9.6,1482,2014-01-19 00:33:50
574,Robin,Bradford,True,181.125.77.61,-7.21,7188,2013-05-01 08:43:35
575,Michelle,Sullivan,False,39.96.164.136,-6.48,1259,2010-05-26 21:58:40
576,Bradley,Johnson,True,95.59.131.18,0.88,5291,2013-05-14 02:30:05
577,Colin,Thomas,False,252.125.132.4,-2.87,6738,2014-05-31 02:40:19
578,James,Patrick,True,132.147.100.133,0.52,9174,2014-11-04 09:34:36
579,Lauren,Green,False,234.118.156.122,-9.32,9650,2014-08-27 07:04:59
580,James,Harvey,False,208.165.160.96,-9.52,9695,2010-09-01 03:44:43
581,James,Rivas,True,211.120.196.58,-3.8,9962,2012-01-10 10:07:37
582,Justin,Vargas,False,40.158.188.138,3.62,6604,2016-06-10 05:36:54
583,Terri,Flores,False,94.18.148.16,-2.41,1410,2014-12-12 10:44:13
584,Lindsey,Lewis,False,20.143.218.108,-1.97,5378,2013-08-29 10:04:02
585,Darren,Clark,True,201.244.150.132,1.86,191,2012-04-05 22:49:24
586,Linda,Webster,True,167.25.130.183,9.22,6791,2010-01-28 11:20:11
587,Thomas,Medina,False,68.112.200.244,-1.51,2443,2014-11-19 05:53:09
588,John,Murphy,False,113.45.251.207,5.25,676,2016-08-21 20:37:47
589,Brent,French,True,27.255.211.23,-6.5,2980,2010-09-17 09:55:13
590,Mary,Wolf,False,145.179.56.208,5.97,2645,2016-10-18 05:05:36
591,Dennis,Sanders,False,88.73.10.230,-5.93,6368,2016-07-22 19:32:19
592,Antonio,Watson,True,237.109.13.212,-6.35,5543,2011-03-16 09:44:37
593,Abigail,Lopez,False,102.20.19.11,5.65,7415,2016-09-07 05:13:39
594,Lauren,King,False,224.252.236.65,5.29,8355,2015-08-09 12:29:59
595,Tammy,Jones,False,204.254.240.7,-9.39,6012,2010-02-01 15:53:01
596,Nancy,Williams,True,130.84.173.111,-4.15,3713,2014-09-08 12:34:34
597,Michael,Woods,False,65.115.186.26,2.31,7208,2010-05-14 10:44:31
598,Curtis,Martin,False,69.84.121.87,-5.89,8056,2013-09-15 21:47:17
599,Hannah,Peterson,False,157.7.232.16,2.49,3025,2013-08-19 12:04:13
600,Steven,Savage,False,157.233.76.165,1.56,4103,2012-11-22 22:13:35
601,Erica,Banks,True,66.44.16.253,5.6,1566,2010-03-27 09:13:17
602,Courtney,Tate,True,5.121.97.202,1.94,2068,2011-05-16 05:25:30
603,Curtis,Johnson,False,254.252.35.16,4.93,5486,2011-02-12 06:18:27
604,James,Murphy,True,3.27.202.75,0.14,3737,2017-10-25 13:44:38
605,Kayla,Williams,True,114.71.47.64,7.44,606,2014-03-18 10:31:08
606,Michelle,Williams,True,18.191.32.65,2.6,5792,2014-08-22 12:21:19
607,Edward,Morales,False,137.10.21.106,-4.27,3709,2016-08-01 06:26:50
608,Katie,Francis,True,10.150.151.7,-6.45,5376,2015-07-07 09:12:29
609,Tammie,Myers,False,119.195.1.183,7.74,1466,2012-12-10 02:48:11
610,Lisa,Ponce,True,174.92.230.94,-7.76,6520,2012-09-04 20:33:13
611,Caitlin,Davis,False,71.189.169.96,-7.6,5480,2014-02-16 18:54:24
612,Lisa,Bailey,False,10.121.114.2,-3.15,6131,2017-03-27 21:55:04
613,Christopher,Clark,True,82.43.145.186,-3.4,1748,2015-04-22 13:42:44
614,Amy,Aguirre,True,78.187.58.215,-7.87,5728,2011-07-27 22:41:13
615,Cynthia,Martinez,False,95.31.98.29,-1.24,6118,2015-07-11 23:25:33
616,Danielle,David,False,99.252.123.122,5.2,7122,2016-06-05 17:02:27
617,Jill,Green,True,59.230.144.80,7.53,1442,2015-08-05 03:28:19
618,William,Russell,True,22.138.212.119,9.86,7107,2013-02-11 23:09:34
619,Tina,Jones,True,65.239.25.246,0.16,4553,2017-06-22 21:01:37
620,Patricia,Benton,True,5.177.68.60,-9.94,6665,2016-08-26 08:21:36
621,Janet,Singh,False,140.137.31.39,1.49,3462,2015-08-25 15:29:20
622,Andrew,Fry,False,183.51.190.137,8.43,8294,2015-11-10 01:04:06
623,Kevin,Roman,False,234.131.158.184,-2.45,5703,2016-05-24 06:13:59
624,Michelle,Sawyer,False,121.176.199.43,-6.19,9174,2010-06-23 10:02:05
625,Tyler,Smith,False,227.149.229.56,5.17,9669,2014-10-12 18:41:40
626,Joseph,Jacobs,False,30.153.87.10,-5.52,4085,2010-03-13 20:02:26
627,Ryan,Bennett,True,91.235.204.114,-8.13,8936,2015-04-08 20:28:31
628,Derek,Williams,True,132.58.7.124,7.7,1122,2010-02-05 12:23:54
629,Eduardo,Durham,False,32.84.177.141,-3.82,7365,2015-09-22 11:25:22
630,Lindsay,Cowan,True,87.50.59.0,-7.53,2055,2013-10-17 10:21:00
631,Lauren,Weaver,True,21.1.209.110,0.83,9703,2016-03-31 16:37:39
632,Sheila,Lucero,False,188.215.213.43,-7.7,9461,2014-04-16 12:45:23
633,Kyle,Castillo,False,89.118.191.66,0.3,5552,2017-08-31 08:28:50
634,Daisy,Adams,False,116.111.5.211,9.5,9755,2017-08-28 16:57:18
635,Clinton,Harris,False,58.37.156.178,9.28,1550,2016-08-08 14:53:11
636,John,Wood,False,115.167.131.226,0.59,4986,2011-03-05 09:06:40
637,Barbara,Cantrell,True,49.233.188.173,-2.55,164,2010-09-05 09:12:04
638,Dana,Butler,False,48.89.243.100,5.84,3327,2014-05-28 10:16:22
639,Anthony,Richardson,True,150.113.123.79,-8.98,1206,2014-03-01 08:42:15
640,Christopher,Bowers,False,142.154.222.90,-8.33,2833,2011-01-16 14:24:55
641,Carol,Young,True,163.165.223.61,-7.33,8390,2010-07-10 20:24:02
642,Ashley,Stephenson,True,113.9.57.167,-3.83,761,2012-10-08 19:51:04
643,Caitlin,Rasmussen,True,168.71.216.242,2.31,6934,2016-10-01 18:43:31
644,Ashley,Solomon,True,69.53.137.158,-6.93,7291,2017-03-19 03:19:47
645,Tiffany,Bradley,False,219.13.225.220,9.16,2791,2017-07-09 15:18:17
646,Antonio,Molina,True,116.191.37.57,2.22,4883,2011-01-05 17:25:43
647,William,Lane,True,218.160.240.118,-2.56,4114,2012-05-29 04:00:09
648,Andrew,Garcia,False,118.235.144.174,2.61,2805,2012-12-30 06:30:45
649,Taylor,Gillespie,True,183.133.0.18,-9.74,6602,2010-06-17 22:14:09
650,Joseph,Nguyen,True,50.234.198.218,-7.21,6967,2013-07-17 20:18:30
651,Bryan,Vang,True,139.53.207.114,-2.11,7390,2012-07-20 19:52:29
652,Jeremy,Odonnell,False,141.238.15.250,6.26,2964,2017-04-25 04:30:19
653,John,Evans,False,31.92.143.182,3.22,9853,2012-04-14 16:06:34
654,Brent,Baker,False,8.37.149.105,-9.8,117,2012-04-12 19:29:53
655,Jason,Wade,True,5.108.59.13,9.87,1184,2015-05-29 03:29:36
656,Joseph,Hill,False,179.187.191.153,-5.85,9554,2010-12-09 18:13:46
657,William,Stein,False,234.85.165.225,3.46,3396,2017-08-14 17:42:06
658,Scott,Rose,True,215.65.99.98,0.23,7493,2017-09-08 17:27:28
659,Ricky,Martinez,True,169.136.12.201,-2.69,2860,2016-12-09 03:19:07
660,Stacie,Hernandez,True,131.225.248.232,5.88,2364,2010-09-01 11:47:04
661,John,Flores,False,186.0.239.134,0.54,4407,2013-03-14 20:35:40
662,Jeremy,King,False,184.165.114.132,9.7,2550,2011-04-08 03:34:43
663,Joseph,White,True,216.155.231.170,-3.5,858,2010-11-02 07:53:35
664,Michael,Carey,True,204.88.81.42,-6.19,5228,2013-05-18 12:25:57
665,Christopher,Conrad,False,159.153.177.128,-9.38,4999,2010-07-01 02:52:47
666,Jeffrey,Martin,False,9.140.77.61,1.7,5663,2013-07-19 03:08:25
667,Luis,Smith,True,9.46.73.236,-4.87,574,2014-10-21 12:22:40
668,Christina,Baxter,False,162.9.4.217,-5.86,58,2011-11-25 21:06:34
669,Robert,Warren,True,127.153.133.91,-5.76,2710,2015-01-30 02:22:41
670,Donna,Ramos,False,105.185.6.7,-1.54,4269,2010-01-20 01:00:44
671,Alfred,Bryant,True,12.107.195.54,-5.29,6728,2013-03-30 19:57:31
